,latitude,longitude
101635,33.36598,69.438231
101652,31.631083,65.742226
101685,34.516895,69.147011
101686,34.276094,70.360248
101687,33.598633,69.228996
101688,33.335258,69.928467
101689,33.193142,68.101852
101718,34.78337,70.107955
101719,35.975346,65.378044
101720,34.516895,69.147011
101721,31.498056,65.425556
101722,34.014552,69.192392
101723,36.779029,69.949078
101745,34.214698,69.098414
101746,32.943021,69.179885
101773,36.733459,69.537758
101789,33.471672,68.446083
101790,34.099578,64.905955
101791,34.346722,62.197315
101792,34.346722,62.197315
101793,35.018158,69.168991
101804,34.516895,69.147011
101812,34.516895,69.147011
101833,36.474539,66.951146
101834,36.474539,66.951146
101835,36.474539,66.951146
101836,33.542622,68.415329
101866,33.201944,69.515
101867,34.988613,68.864571
101868,32.927129,66.141526
101871,31.631083,65.742226
101872,34.229213,70.193208
101890,36.066322,65.375885
101891,31.002735,66.405617
101892,34.361059,68.840693
101897,36.409813,65.818749
101959,34.039444,70.93
101960,36.705776,68.87706
101981,31.650027,65.650018
101982,33.335258,69.928467
102008,33.315169,69.698906
102024,34.276094,70.360248
102077,36.734772,70.811995
102078,34.356389,68.739444
102088,33.304379,62.154194
102089,35.018158,69.168991
102121,37.004408,66.163062
102134,36.681449,69.114905
102145,34.173333,69.645556
102157,33.691667,68.4025
102158,32.922049,65.623048
102175,34.516895,69.147011
102195,31.642227,65.66896
102196,33.300747,69.884109
102197,31.88031,63.088261
102203,33.598633,69.228996
102215,35.030704,71.352135
102216,34.001737,69.210237
102225,31.825871,64.576431
102226,32.930002,66.689122
102227,31.908611,67.646111
102250,35.921051,64.774544
102259,31.631083,65.742226
102286,37.069618,69.420952
102305,32.625149,62.479768
102306,35.018158,69.168991
102330,34.824077,70.360692
102342,33.969167,68.944722
102343,32.100204,66.901016
102350,35.088164,63.09357
102363,32.495328,62.262663
102375,31.631083,65.742226
102401,30.996068,65.475736
102402,34.229213,70.193208
102403,34.2,70.283333
102408,31.631083,65.742226
102421,32.073333,64.833889
102435,34.516895,69.147011
102445,30.094363,65.285708
102464,36.70993,67.1157
102465,36.669801,69.478454
102489,31.825871,64.576431
102490,36.705776,68.87706
102539,31.60063,64.369652
102554,31.631083,65.742226
102563,32.666404,65.903629
102564,32.666404,65.903629
102565,32.666404,65.903629
102573,33.143482,63.861633
102574,31.76287,64.684086
102575,34.345615,61.493449
102576,34.346722,62.197315
102614,36.705776,68.87706
102639,36.705776,68.87706
102650,34.348889,63.177778
102660,31.60063,64.369652
102666,33.304379,62.154194
102689,34.361059,68.840693
102712,35.018158,69.168991
102739,33.193142,68.101852
102740,31.60063,64.369652
102741,36.694511,68.801575
102750,32.927129,66.141526
102769,34.910931,71.127398
102778,34.369722,63.176389
102779,34.369722,63.176389
102801,34.516895,69.147011
102806,34.417122,70.449593
102823,33.470622,69.120196
102824,33.331881,69.178366
102831,31.389315,64.315166
102843,32.816136,67.762998
102844,33.193142,68.101852
102854,32.9833,67.9666
102898,35.862438,64.554127
102945,34.846589,71.097317
102958,31.60063,64.369652
102959,37.384506,69.454056
102966,34.099578,64.905955
102967,31.631083,65.742226
102968,34.2,70.283333
102969,36.060482,69.102417
102981,34.524667,69.192392
102997,34.014552,69.192392
102998,34.194167,69.98
103012,33.542622,68.415329
103013,34.245556,70.727222
103025,32.073333,64.833889
103027,36.474539,66.951146
103034,34.844127,69.155078
103035,33.542622,68.415329
103036,36.820141,68.682091
103037,32.715785,69.281793
103048,31.637821,64.237801
103051,34.351349,68.238534
103064,36.079561,64.905955
103069,34.516895,69.147011
103074,34.516895,69.147011
103075,34.516895,69.147011
103076,34.516895,69.147011
103090,32.323203,64.811084
103114,35.795084,63.719027
103115,32.241737,62.948654
103125,33.534235,65.000854
103126,36.681449,69.114905
103152,34.516895,69.147011
103153,34.276094,70.360248
103154,33.42,68.294
103175,31.619314,65.050156
103195,36.705776,68.87706
103198,34.516895,69.147011
103199,34.516895,69.147011
103224,33.335258,69.928467
103225,31.60063,64.369652
103226,33.304379,62.154194
103227,34.715851,70.764224
103286,32.480918,62.028239
103287,34.589444,69.759989
103288,36.580112,69.849781
103289,37.472249,69.623402
103321,31.631083,65.742226
103330,34.417122,70.449593
103331,31.631083,65.742226
103350,31.825871,64.576431
103351,33.304379,62.154194
103352,32.666404,65.903629
103371,32.264539,68.524715
103372,32.264539,68.524715
103373,32.264539,68.524715
103377,34.277822,62.614227
103396,35.862438,64.554127
103397,34.957444,70.753742
103398,34.229213,70.193208
103412,35.088164,63.09357
103425,34.743889,71.154444
103426,32.100204,66.901016
103464,35.883333,69.116667
103468,35.905116,64.818013
103469,33.598633,69.228996
103479,35.921051,64.774544
103480,34.301389,62.246389
103496,35.640348,63.309294
103539,34.229213,70.193208
103540,34.217281,68.298859
103542,31.631083,65.742226
103543,34.963098,68.810885
103566,33.542622,68.415329
103572,33.143482,63.861633
103620,31.631083,65.742226
103638,33.382778,70.071389
103639,34.417122,70.449593
103641,35.905116,64.818013
103642,34.875656,71.152008
103652,34.516895,69.147011
103676,31.631083,65.742226
103677,31.631083,65.742226
103685,31.631083,65.742226
103686,33.69645,68.14658
103687,33.358508,69.859741
103695,31.641667,64.22
103699,32.191878,67.189449
103702,33.358508,69.859741
103703,33.598633,69.228996
103722,32.052222,67.555
103724,31.621111,65.601944
103727,34.346722,62.197315
103773,34.944168,69.273331
103801,35.325022,70.907124
103802,34.979722,70.911667
103806,35.804295,69.287754
103807,35.60556,63.3253
103808,31.363647,63.958611
103809,31.610966,65.685223
103810,31.363647,63.958611
103822,34.689769,70.14558
103827,35.95,68.7
103828,35.167134,63.769538
103844,32.264539,68.524715
103865,33.117778,69.015556
103869,30.996068,65.475736
103870,31.663889,64.353333
103887,36.669801,69.478454
103889,33.706199,69.383108
103890,33.498229,67.761598
103899,32.625149,62.479768
103900,31.494595,65.312798
103903,31.60063,64.369652
103904,32.625149,62.479768
103905,34.689769,70.14558
103906,32.625149,62.479768
103920,34.689769,70.14558
103921,34.346722,62.197315
103922,31.026149,62.450415
103942,34.351349,68.238534
103944,30.996068,65.475736
103961,31.363647,63.958611
103962,32.9833,67.9666
103964,34.417122,70.449593
103965,34.346722,62.197315
103966,34.856331,69.649118
103967,34.516895,69.147011
103968,31.363647,63.958611
103998,33.076111,65.089722
104000,31.363647,63.958611
104001,35.725556,63.789444
104002,34.295833,70.081667
104021,34.171831,70.621679
104027,34.516895,69.147011
104028,31.866667,64.733333
104029,30.996068,65.475736
104081,34.171831,70.621679
104084,34.171831,70.621679
104085,32.927129,66.141526
104100,31.026149,62.450415
104118,31.363647,63.958611
104119,34.516895,69.147011
104120,34.2976,70.100723
104121,32.191878,67.189449
104138,34.021194,68.999535
104154,36.05,69.083333
104158,31.825871,64.576431
104162,32.37001,62.128456
104165,31.363647,63.958611
104183,34.689769,70.14558
104189,30.959932,61.86895
104192,32.468604,63.188778
104212,34.351349,68.238534
104214,34.176874,61.700565
104215,31.60063,64.369652
104216,33.358508,69.859741
104235,34.021194,68.999535
104236,32.073333,64.833889
104241,34.171831,70.621679
104262,35.167134,63.769538
104263,31.363647,63.958611
104287,32.625149,62.479768
104288,33.193665,68.102002
104289,34.351349,68.238534
104311,36.11875,68.953959
104326,34.674866,70.21344
104360,31.640278,65.3975
104364,34.214698,69.098414
104365,32.50281,67.415452
104369,34.039444,70.93
104370,32.623739,65.456432
104386,31.640278,65.3975
104395,31.363647,63.958611
104415,32.847222,66.05
104424,37.070563,71.143913
104442,36.70993,67.1157
104444,34.516895,69.147011
104463,31.76147,64.621428
104478,32.073333,64.833889
104486,34.759444,69.471667
104498,34.699954,70.749935
104504,32.816136,67.762998
104514,36.705776,68.87706
104515,30.996068,65.475736
104523,33.368056,70.013889
104539,31.640278,65.3975
104551,31.363647,63.958611
104553,34.417122,70.449593
104561,34.990047,63.132542
104564,34.417122,70.449593
104565,34.171831,70.621679
104575,31.363647,63.958611
104576,34.176874,61.700565
104585,33.15205,63.955395
104599,34.516895,69.147011
104607,31.631083,65.742226
104617,33.085064,68.465104
104624,33.335258,69.928467
104635,32.164997,63.425297
104648,33.579335,68.459132
104649,33.335258,69.928467
104687,34.099578,64.905955
104689,34.392367,69.210289
104709,36.733459,69.537758
104734,31.363647,63.958611
104750,34.171831,70.621679
104751,31.363647,63.958611
104754,34.417122,70.449593
104756,30.996068,65.475736
104762,32.666404,65.903629
104785,32.397381,64.47316
104786,30.996068,65.475736
104798,31.379885,64.29944
104800,34.002047,69.031149
104803,34.343559,67.921173
104804,35.58567,63.328087
104809,32.927129,66.141526
104810,31.201562,64.035792
104812,33.770837,68.3697
104813,34.677778,70.195278
104814,32.623739,65.456432
104815,33.970982,68.94899
104822,31.631083,65.742226
104823,31.631083,65.742226
104824,31.631083,65.742226
104837,32.629753,62.490807
104855,34.002056,69.031454
104866,32.618583,63.67318
104867,32.066667,64.834045
104878,32.264539,68.524715
104883,31.391814,64.319022
104897,34.278243,62.612239
104902,32.073333,64.833889
104903,31.586452,64.404484
104907,33.335258,69.928467
104910,33.153987,62.144217
104923,32.61797,65.872375
104937,32.074078,66.141526
104941,34.10751,64.305726
104961,37.498611,69.501389
104962,35.598206,64.763659
104970,33.335258,69.928467
104974,32.100204,66.901016
104987,31.623036,65.054246
104988,31.598149,63.864057
105001,32.230825,62.920592
105010,32.311872,64.811084
105017,33.1782,68.752533
105018,33.512248,64.406151
105026,35.580278,63.327778
105028,34.875656,71.152008
105033,34.417122,70.449593
105034,34.417122,70.449593
105039,33.335258,69.928467
105040,32.248981,63.85825
105051,31.631083,65.742226
105062,32.074078,66.141526
105063,32.361961,64.78363
105075,31.544476,65.484566
105084,33.895519,68.763192
105091,34.868133,62.520975
105092,32.230825,62.920592
105101,31.637074,64.240755
105109,32.61797,65.872375
105112,30.593986,65.468423
105117,34.740722,69.669006
105120,33.3364,69.9814
105124,33.4172,70.1344
105136,31.499713,65.000854
105146,31.598149,63.864057
105155,34.452683,62.197001
105161,33.377356,69.716778
105173,31.631083,65.742226
105175,34.171831,70.621679
105188,34.176874,61.700565
105196,31.637821,64.237801
105198,32.270119,65.049683
105201,36.72657,68.860336
105215,31.499139,65.842823
105224,32.400023,64.431892
105236,32.625149,62.479768
105249,34.855556,69.649444
105256,34.401267,70.497269
105269,34.545679,69.35629
105273,32.708666,69.335432
105279,31.60063,64.369652
105295,34.844218,69.931212
105296,34.944168,69.273331
105297,31.588952,64.368088
105301,31.60063,64.369652
105302,35.429562,61.347279
105309,35.42358,61.346191
105317,34.844218,69.931212
105324,33.306695,69.871653
105361,31.598149,63.864057
105373,31.609836,65.698512
105378,33.266693,62.356516
105379,31.60063,64.369652
105394,34.898515,69.706423
105414,35.039356,71.361046
105418,31.824331,64.557856
105420,33.683499,68.690284
105425,36.859931,68.715498
105466,32.241694,62.947807
105481,35.039356,71.361046
105490,32.37001,62.128456
105505,31.517771,64.114227
105506,36.847295,65.082194
105525,31.685279,63.029938
105526,31.825871,64.576431
105528,35.002984,69.591305
105529,36.02114,65.76095
105536,34.343163,61.495274
105546,33.335258,69.928467
105557,32.640755,65.570785
105558,34.229213,70.193208
105562,34.229213,70.193208
105564,33.335258,69.928467
105573,32.073333,64.833889
105577,31.631083,65.742226
105588,31.619314,65.050156
105589,31.991667,65.805833
105590,32.640755,65.570785
105591,34.229213,70.193208
105603,31.631083,65.742226
105636,36.178903,68.745306
105639,31.627475,65.564604
105640,31.627475,65.564604
105643,31.60063,64.369652
105656,32.270119,65.049683
105660,32.61797,65.872375
105661,32.61797,65.872375
105665,33.698049,68.39546
105672,31.584156,64.368443
105679,36.517618,66.600937
105680,34.369833,63.17986
105690,32.073333,64.833889
105691,34.229213,70.193208
105692,34.111944,68.542778
105697,34.369833,63.17986
105706,33.104444,67.781111
105709,36.896969,65.665857
105710,31.631083,65.742226
105712,31.631083,65.742226
105714,31.658611,64.404444
105720,32.278666,65.06465
105722,32.61797,65.872375
105742,32.625149,62.479768
105744,32.248981,63.85825
105813,33.266693,62.356516
105821,33.266693,62.356516
105822,32.074078,66.141526
105826,31.631083,65.742226
105827,31.685279,63.029938
105831,31.002735,66.405617
105837,32.248981,63.85825
105840,35.804295,69.287754
105842,33.598633,69.228996
105853,34.801713,71.216143
105859,31.825871,64.576431
105861,31.60063,64.369652
105913,34.229213,70.193208
105923,33.335258,69.928467
105937,34.516895,69.147011
105942,35.037587,63.29248
105944,32.625149,62.479768
105962,32.397381,64.47316
105963,34.417122,70.449593
105974,34.07409,70.288453
105975,34.485112,70.193208
105979,32.61797,65.872375
105980,32.61797,65.872375
105981,37.181767,68.911301
105982,34.981057,69.621456
105987,34.417122,70.449593
105990,34.128723,71.085815
105996,34.485112,70.193208
105997,36.680279,69.112038
105999,33.956944,70.646389
106001,35.037651,63.29266
106002,34.101389,70.804167
106005,34.229213,70.193208
106038,31.60063,64.369652
106048,36.716667,69.516667
106055,35.684521,64.292107
106060,31.203056,66.280556
106064,35.66957,64.05133
106065,34.417122,70.449593
106081,32.847222,66.05
106096,31.571955,65.741539
106101,32.61797,65.872375
106102,34.633333,69.866667
106125,34.2976,70.100723
106127,34.229213,70.193208
106146,32.847222,66.05
106147,34.976273,70.978456
106149,34.69786,70.835779
106154,31.60063,64.369652
106163,34.417122,70.449593
106164,34.94025,69.254974
106169,32.37001,62.128456
106184,34.875656,71.152008
106186,34.417122,70.449593
106197,33.335258,69.928467
106203,34.976273,70.978456
106217,32.966616,65.730626
106218,31.002735,66.405617
106219,34.875656,71.152008
106225,30.996068,65.475736
106232,31.60063,64.369652
106233,31.598149,63.864057
106240,34.88052,70.896538
106250,34.417122,70.449593
106253,36.705776,68.87706
106258,32.966616,65.730626
106259,34.325,71.06083
106265,31.607109,65.634674
106271,32.37001,62.128456
106280,35.5938,63.335419
106296,31.450236,65.349364
106307,32.241694,62.947807
106308,33.34964,62.333717
106309,34.801713,71.216143
106312,34.801713,71.216143
106317,31.619182,65.700932
106332,31.450236,65.349364
106333,34.247319,70.202316
106360,31.467463,64.092445
106362,31.631083,65.742226
106366,31.864378,64.190711
106370,34.29082,70.37191
106374,31.631083,65.742226
106379,32.640755,65.570785
106384,34.94025,69.254974
106400,32.640755,65.570785
106419,33.306695,69.871653
106424,31.662674,63.014758
106426,35.210885,61.607058
106441,34.67778,70.88866
106442,32.61797,65.872375
106451,33.513561,62.25808
106454,34.516895,69.147011
106455,32.507639,63.769538
106456,32.507639,63.769538
106458,31.60063,64.369652
106459,31.658611,64.404444
106460,32.12037,64.99432
106471,32.61797,65.872375
106473,32.689845,62.732388
106498,32.100204,66.901016
106501,31.363647,63.958611
106504,31.825871,64.576431
106505,32.12037,64.99432
106523,31.8699,64.727036
106529,32.81493,67.766708
106530,34.183276,62.732388
106541,34.978559,70.097949
106548,31.631083,65.742226
106559,34.801713,71.216142
106570,36.890916,67.189449
106575,36.32488,68.6234
106580,33.200382,69.311593
106585,32.61797,65.872375
106586,32.507639,63.769538
106587,31.65,65.65
106594,31.002735,66.405617
106607,32.689845,62.732388
106609,35.409873,71.338644
106610,35.233611,71.330556
106614,33.566561,69.878354
106619,32.85356,68.464158
106620,32.847222,66.05
106624,34.417122,70.449593
106626,35.684521,64.292107
106627,34.516895,69.147011
106629,32.689845,62.732388
106637,31.588119,64.369198
106640,34.855556,69.649444
106642,32.507639,63.769538
106651,34.855556,69.649444
106664,31.60063,64.369652
106665,34.2,70.283333
106671,32.937172,68.647247
106673,31.61088,65.700272
106677,35.75589,68.762047
106683,32.073333,64.833889
106696,35.409873,71.338644
106702,34.08218,70.667035
106710,33.986008,70.371291
106711,32.241694,62.947807
106713,34.855556,69.649444
106714,34.171831,70.621679
106717,32.61797,65.872375
106718,33.966155,69.806133
106719,33.428713,66.212725
106720,33.428713,66.212725
106724,34.341728,61.47353
106732,36.694386,71.145233
106736,34.229213,70.193208
106740,35.804295,69.287754
106741,35.804295,69.287754
106743,35.225369,71.528625
106744,32.625149,62.479768
106745,31.823601,64.564087
106747,32.625149,62.479768
106748,32.625149,62.479768
106763,33.336775,69.920524
106764,34.874167,71.152778
106767,32.074078,66.141526
106768,31.825871,64.576431
106786,32.677851,61.981391
106787,35.975346,65.378044
106797,35.921051,64.774544
106799,32.397381,64.47316
106806,30.996068,65.475736
106810,31.623036,65.054246
106812,36.818111,70.097702
106828,34.449256,68.78501
106830,31.509225,65.813909
106834,34.369722,63.176389
106835,33.546065,68.539883
106837,34.875656,71.152008
106840,33.551708,68.420464
106841,31.544476,65.484566
106842,31.517771,64.114227
106843,32.106665,63.864057
106844,31.825871,64.576431
106845,32.548356,65.951199
106848,31.585536,64.372843
106849,32.677851,61.981391
106861,34.316667,71.05
106864,33.358508,69.859741
106865,33.59811,69.224297
106867,31.662674,63.014758
106868,31.662674,63.014758
106879,31.60063,64.369652
106882,31.662674,63.014758
106883,33.458993,68.933617
106903,36.060482,69.102417
106905,32.073333,64.833889
106906,35.252734,62.279665
106911,34.203728,62.21962
106912,32.311872,64.811084
106913,32.311872,64.811084
106915,31.467463,64.092445
106919,32.047646,65.012009
106932,34.978559,70.097949
106933,31.610728,65.692338
106945,31.127028,64.205849
106947,36.76519,68.798782
106951,34.203728,62.21962
106952,31.598149,63.864057
106953,33.266693,62.356516
106954,35.013606,69.348841
106962,31.825871,64.576431
106970,32.073333,64.833889
106971,32.073333,64.833889
106972,32.073333,64.833889
106973,31.598149,63.864057
106974,31.825871,64.576431
106975,31.825871,64.576431
106976,35.879164,63.675056
106977,35.037651,63.29266
106981,32.115662,66.570016
106982,32.740789,67.624498
106990,34.920176,70.764424
106991,32.519241,67.416481
106993,31.61088,65.700272
107016,34.229213,70.193208
107017,33.895519,68.763192
107018,31.547778,65.454167
107022,31.547778,65.454167
107027,34.516895,69.147011
107029,34.516895,69.147011
107030,34.65194,70.183624
107031,34.516895,69.147011
107032,34.516895,69.147011
107033,34.516895,69.147011
107034,34.417122,70.449593
107035,34.516895,69.147011
107037,33.598633,69.228996
107038,34.002056,69.031454
107039,34.002056,69.031454
107040,34.002056,69.031454
107041,34.516895,69.147011
107042,35.015114,69.348755
107047,34.516895,69.147011
107048,34.516895,69.147011
107049,34.417122,70.449593
107050,34.516895,69.147011
107051,34.516895,69.147011
107052,34.516895,69.147011
107053,34.014552,69.192392
107062,34.516895,69.147011
107063,33.598633,69.228996
107064,34.846589,71.097317
107066,31.509338,65.814133
107071,34.217281,68.298859
107079,34.516895,69.147011
107080,31.486667,62.734167
107081,37.145826,69.806133
107082,32.164997,63.425297
107084,34.928284,71.275542
107092,36.474539,66.951146
107094,34.217281,68.298859
107098,34.296229,70.101264
107099,33.358508,69.859741
107117,34.910931,71.127398
107118,34.963098,68.810885
107178,31.637821,64.237801
107193,34.417122,70.449593
107212,33.597693,69.238007
107213,31.363647,63.958611
107217,34.947472,69.4605
107219,36.76519,68.798782
107228,32.619932,63.672104
107245,34.2,70.5
107264,31.587041,64.378968
107265,34.002056,69.031454
107269,31.132511,64.212898
107273,32.074078,66.141526
107280,31.61791,65.70021
107296,33.498229,67.761598
107297,34.996389,70.913611
107298,33.266693,62.356516
107299,31.364444,66.484444
107300,34.699182,70.760904
107301,32.398881,67.855773
107306,31.499713,65.000854
107307,34.171831,70.621679
107308,31.547778,65.454167
107309,34.69786,70.835779
107310,36.734772,70.811995
107316,30.869041,66.141526
107317,34.1,68.566667
107327,34.046771,62.168857
107330,31.555833,65.433056
107332,31.76147,64.621428
107339,33.820882,63.297505
107348,32.074078,66.141526
107360,32.519241,67.416481
107361,34.816667,70.35
107363,30.96,61.86
107365,34.031203,68.572411
107368,31.60985,65.695737
107380,36.6933,68.8014
107381,36.6933,68.8014
107384,31.631083,65.742226
107392,33.435888,69.031454
107401,35.9772,65.378166
107403,37.52705,65.760803
107404,34.816667,70.35
107413,31.364444,66.484444
107429,32.519241,67.416481
107430,32.523056,62.888056
107433,35.002193,71.406188
107434,32.264539,68.524715
107449,32.625149,62.479768
107453,33.564058,69.931212
107454,34.516895,69.147011
107460,34.516895,69.147011
107493,32.495328,62.262663
107506,34.521317,65.249245
107508,34.544939,69.356523
107513,33.435888,69.031454
107514,34.908802,71.090697
107515,32.270119,65.049683
107516,32.400023,64.431892
107517,34.674256,70.211068
107518,36.669801,69.478454
107522,31.363647,63.958611
107536,31.76147,64.621428
107545,31.80262,66.324715
107546,34.081873,70.859562
107547,33.531667,69.736033
107552,36.102628,65.38071
107555,32.191878,67.189449
107568,35.203944,63.060902
107569,33.923306,68.673447
107573,31.823601,64.564087
107580,35.604932,68.688962
107585,33.833333,69.65
107587,32.230825,62.920592
107588,33.125658,68.763192
107590,31.517771,64.114227
107592,32.115662,66.570016
107593,31.972644,67.375665
107596,35.013606,69.348841
107597,34.983333,63.533333
107608,33.498229,67.761598
107609,37.10962,68.953959
107610,34.202681,69.08407
107615,35.167134,63.769538
107619,32.861513,69.126826
107620,34.002056,69.031454
107635,34.195428,70.157902
107636,33.561667,62.277222
107637,33.895519,68.763192
107640,32.480918,62.028239
107652,32.625149,62.479768
107661,35.5938,63.335419
107662,32.264539,68.524715
107663,32.100204,66.901016
107669,35.617516,69.471123
107676,32.184361,64.824944
107677,36.674671,65.748405
107678,32.937172,68.647247
107684,32.311872,64.811084
107688,32.629753,62.490807
107689,32.629753,62.490807
107690,32.629753,62.490807
107702,34.417122,70.449593
107712,32.629753,62.490807
107713,35.4383,65.9365
107714,34.7,70.75
107715,31.485796,65.385101
107717,31.363647,63.958611
107718,30.996068,65.475736
107751,31.825871,64.576431
107753,31.610158,65.702986
107754,34.983333,63.533333
107755,35.167134,63.769538
107762,34.099578,64.905955
107763,34.576794,70.592296
107780,34.516895,69.147011
107783,34.809055,70.097949
107795,33.218961,69.939216
107797,32.106111,66.906944
107799,33.498229,67.761598
107800,32.163889,63.430833
107816,35.726615,63.791087
107831,33.335258,69.928467
107832,33.335258,69.928467
107836,32.136711,64.824822
107837,32.311872,64.811084
107838,32.311872,64.811084
107839,34.07409,70.288453
107843,33.399635,68.355148
107848,34.51495,65.285708
107852,32.519241,67.416481
107853,36.76519,68.798782
107859,32.640755,65.570785
107866,33.358508,69.859741
107867,33.266693,62.356516
107871,37.002778,70.9075
107873,31.766,61.3947
107876,33.706199,69.383108
107877,31.665015,65.495156
107880,34.988889,70.907222
107894,35.037651,63.29266
107898,33.673249,68.477018
107899,33.671608,61.981391
107907,31.026149,62.450415
107908,32.14,67.58
107909,32.147711,67.087097
107910,32.519241,67.416481
107913,32.495328,62.262663
107914,35.225369,71.528625
107927,36.76519,68.798782
107932,33.673249,68.477018
107933,33.6908,64.8564
107934,33.895519,68.763192
107935,33.895519,68.763192
107947,34.910931,71.127398
107954,31.024308,65.190731
107959,33.04098,66.712915
107966,33.449841,70.064041
107971,36.958971,69.147324
107983,34.516895,69.147011
107986,33.68856,64.864769
107987,35.804295,69.287754
107989,32.61797,65.872375
107997,31.467506,65.25663
108005,32.507639,63.769538
108006,31.823601,64.564087
108033,34.046771,62.168857
108034,33.820882,63.297505
108035,32.666404,65.903629
108036,34.296111,63.058611
108037,34.90733,67.189449
108045,36.947933,66.180138
108056,36.449444,67.898333
108061,34.910931,71.127398
108063,35.233611,71.330556
108064,32.011862,65.000854
108067,34.417122,70.449593
108069,36.716667,69.516667
108070,31.364444,66.484444
108075,34.516895,69.147011
108092,33.895519,68.763192
108093,33.895519,68.763192
108095,35.31736,67.630459
108104,31.521861,65.004552
108110,36.68692,67.693977
108111,33.191738,68.102051
108112,34.389417,70.244482
108115,32.480918,62.028239
108116,32.629753,62.490807
108119,30.869041,66.141526
108122,32.803902,65.94912
108123,34.063889,70.976389
108128,33.690945,69.050534
108131,31.823601,64.564087
108136,30.996068,65.475736
108137,31.363647,63.958611
108145,31.76147,64.621428
108155,32.106111,66.906944
108156,31.363647,63.958611
108157,30.996068,65.475736
108158,32.073333,64.833889
108164,31.613061,65.701982
108171,36.102628,65.38071
108172,32.011862,65.000854
108173,34.894722,71.112222
108174,34.959631,70.386828
108176,30.996068,65.475736
108179,33.970982,68.94899
108181,34.107063,68.579345
108182,36.252582,68.686209
108183,34.270024,68.953959
108186,33.808779,69.9193
108188,30.367899,63.970143
108194,34.963098,68.810885
108198,32.011862,65.000854
108199,32.480918,62.028239
108202,34.816667,70.35
108203,33.125658,68.763192
108204,34.897222,62.459722
108207,33.316667,68.45
108212,37.002778,70.9075
108217,33.019277,65.76095
108218,34.195889,70.158546
108219,34.216997,71.024492
108220,33.542622,68.415329
108226,32.106111,66.906944
108232,34.816667,70.35
108235,32.708666,69.335432
108241,34.816667,70.35
108244,34.117909,70.462121
108247,31.665015,65.495156
108248,31.311888,65.962049
108249,32.666404,65.903629
108252,36.716667,69.516667
108255,31.461224,66.52239
108256,36.958971,69.147324
108257,31.005863,65.46112
108260,34.417122,70.449593
108270,31.47771,64.289821
108279,34.51495,65.285708
108281,33.366843,69.966903
108282,31.693083,64.519066
108283,32.61797,65.872375
108287,34.833839,69.690498
108291,35.0,69.233333
108295,34.195751,70.786385
108296,34.195751,70.786385
108298,31.823601,64.564087
108299,36.474533,66.951162
108300,35.684521,64.292107
108301,34.484219,62.58844
108305,31.693083,64.519066
108313,32.61797,65.872375
108319,34.171831,70.621679
108320,35.684521,64.292107
108329,31.767166,64.52243
108332,31.789021,64.688484
108335,32.929848,66.689096
108336,32.61797,65.872375
108338,34.05017,63.743214
108339,35.804295,69.287754
108342,34.195499,70.799039
108352,34.355908,69.215813
108360,33.796944,68.934585
108363,33.542622,68.415329
108371,34.472681,68.667803
108372,33.551708,68.420464
108374,34.971422,68.606407
108380,32.937172,68.647247
108382,34.875656,71.152008
108383,34.875656,71.152008
108395,31.558117,64.117218
108396,36.750714,66.857472
108397,36.212742,65.931084
108398,33.68856,64.864769
108399,36.687199,66.625336
108400,36.474533,66.951162
108405,31.631083,65.742226
108406,31.631083,65.742226
108420,33.191738,68.102051
108424,35.921051,64.774544
108427,34.855556,69.649444
108428,34.351349,68.238534
108430,36.750118,66.897842
108431,36.750118,66.897842
108432,32.677851,61.981391
108441,35.670747,66.046353
108462,35.695,64.367778
108463,32.733056,69.093611
108464,32.861513,69.126826
108465,36.947933,66.180138
108467,34.910931,71.127398
108478,31.363824,63.958611
108489,36.947933,66.180138
108492,34.27323,70.074132
108493,31.693083,64.519066
108513,35.035732,69.627374
108520,36.705776,68.87706
108526,33.415457,70.131592
108527,31.823601,64.564087
108528,32.927129,66.141526
108529,31.490127,64.055743
108530,32.689845,62.732388
108542,31.024308,65.190731
108548,33.34964,62.333717
108549,32.672674,68.512346
108555,32.374802,62.115719
108556,35.006187,68.862656
108557,35.006187,68.862656
108559,36.212742,65.931084
108560,32.740789,67.624498
108561,35.002193,71.406188
108562,32.983333,67.966667
108567,32.073333,64.833889
108570,35.225369,71.528625
108575,33.542622,68.415329
108581,32.847222,66.05
108587,32.37001,62.128456
108592,32.690541,66.150537
108594,34.007712,68.714007
108595,36.841532,66.623572
108599,34.27323,70.074132
108600,31.547785,65.454177
108601,31.855046,65.525024
108606,36.816231,65.62645
108610,32.715659,69.281794
108611,33.598633,69.228996
108612,33.542622,68.415329
108614,32.732875,66.267313
108616,31.693083,64.519066
108650,34.27323,70.074132
108653,31.363647,63.958611
108658,32.740789,67.624498
108667,35.225369,71.528625
108668,36.665,65.752
108672,34.90733,67.189449
108673,33.051716,68.014961
108678,34.516895,69.147011
108679,31.002735,66.405617
108685,33.646471,68.748022
108686,31.57276,67.042618
108687,34.195499,70.799039
108696,32.7334,66.26788
108699,34.358317,70.223408
108700,32.37001,62.128456
108704,31.823601,64.564087
108713,34.328977,70.407486
108721,35.737595,63.827434
108722,32.513258,63.761923
108740,34.759722,71.155
108741,32.109295,68.381624
108746,32.267685,62.955179
108753,34.855556,69.649444
108754,31.665015,65.495156
108763,32.363889,64.781443
108765,34.94025,69.254974
